0,74c33f93d0b5a57098e184ef50c719b1,0
1,fa06a6a6e119ee20a5cbca57e9f84d40,2
2,fe0fb0da1a32d57d231632eaa15c85d5,4
3,94a5256215d6090225ced97b9abc620b,0
4,fe6001d65d8766a7ff554ff6e81c13f5,4
5,81117ab4033fda2735aed0c1e27933f9,3
6,ece80fee953ef310483eda1e8aefd873,1
7,d37131056282781aaeea92dc1cba616c,1
8,e6eedf9a184979a95ded9d1ddbe4a73b,0
9,db3c6a2da597763662eb8e65b752ccd1,3
10,34631eb1dbab12c073db223adbbae6d9,3
11,2113c12f714786a108a365fbcc86c1c1,2
12,8f626fe78b0f1d62eea9cfa82e6be5c7,3
13,9e92188ea6d78b3c344d2e8df093f442,2
14,3b271d4130972aa60bee4328afedf56a,4
15,3f27edf58fe6626e97df6f3f2a2e8540,1
16,7f88f61c54d0dab25aa0747da0b06612,1
17,0464e5bac8d59ef6684eafbdd68af1ae,0
18,a435c8cfd1f739f1978493421498b6f2,3
19,f3b288d9ce1af11ec3225a7c2dc51039,1
20,0125bafcb9ab967d0c0b95f29a5b6472,2
21,0cd099bfbfb9aad3c1d8bc33c3e69590,0
22,27142319b7a6447fdc9cb80218a2499c,4
23,441a8c3d7893019377eff468afbdb5b4,0
24,d648b130165b8d4ee39a2b129fc5410e,4
25,8f53a337947394808ac01b5833e3c3b2,0
26,9d1ec875add4e6d012e9bf50cc46a856,0
27,26f5baab761c2f22e6627e7e6b4a9d3b,4
28,b9c890ea26c317c0abda8f80071606f7,3
29,cec6ad8f7485c68f97292f35f4a6667e,1
30,a3ade7524a6a06ff32a4b1330439bd10,4
31,dec6f35e8c4ff6f1aff2d6db3ab7f3bd,4
32,f0cc845ecddd095c640c20cb8e07c15e,3
33,135f5b816ca3081ba9df53287b15331f,1
34,2023c3ef247166d8f4e83bf4d337d18c,1
35,f8d43fae3abaafaa9f928cfe67093d34,3
36,c9680cee7a7b2f5578840158cc898f93,3
37,ae8e9bf44a698ec22635db84ae3d9e59,2
38,270c8ff1ffc229c1fa8d34e9486ecbc0,1
39,d575df1709280ce38406f858dc3d26ff,4
40,937b62f17b1c8500fc23e645103e25c2,2
41,4385fcd9115048e62d00f58a5ba5c000,0
42,3f78b4b12e8e421488fcca779eec17f0,1
43,e43ebc86b22bb02911c26f9bb4de8584,2
44,e6c7ff66e3f5856b5952f178e5fcfbbd,0
45,814463e3d4ec721ef0bc9cd497a149be,4
46,dab959220d269ae44cae68e414c58bcc,0
47,ca4f913a6a9bf217032045c10fd23e86,3
48,adc40614ba0342b26fd38204a9d79c97,1
49,eccdfc3588162ef1372e8e20cafdfa62,3
50,83c2f409e6d44744afc9c550e028c2e7,2
51,65f120c5cf5843b1f4971c2911db4f11,3
52,4c339ce8d7c1253ecdc9b216c0fe8137,2
53,7ee607b7b65cb84a5f775dd646ca8499,1
54,6a99058f92b01484c19c9e3f1931597b,2
55,24769da1194d088fedba7eb0203c8119,0
